Año,Cuatrimestre,Materia,Comision,Horario,Profesores,Inscriptos
2021,Segundo Cuat.,93.02 - Matemática II,E,"Miércoles 12:00 - 14:00 Aula externa: Virtual
Jueves 08:00 - 10:00 Aula externa: Virtual
Viernes 11:00 - 13:00 Aula externa: Virtual","['Peña', ' Nelly Haydee\nD´Alesio Souto', ' Sofía Nerina']",18 / 32
2021,Segundo Cuat.,93.02 - Matemática II,G,"Lunes 10:00 - 12:00 Aula ITBA: 504F #----> Sede Distrito Financiero Aula externa: Horario Real 10 hs a 12 hs
Martes 10:00 - 12:00 Aula ITBA: 504F #----> Sede Distrito Financiero Aula externa: Horario Real 10 hs a 12 hs
Jueves 11:00 - 13:00 Aula ITBA: 504F #----> Sede Distrito Financiero Aula externa: Horario Real 11 hs a 13 hs","['Pérez', ' Luciano Alejo\nBucello', ' Pablo Augusto']",8 / 32
2021,Segundo Cuat.,93.02 - Matemática II,H,"Lunes 08:00 - 10:00 Aula externa: Virtual
Martes 08:00 - 10:00 Aula externa: Virtual
Viernes 09:00 - 11:00 Aula externa: Virtual","['Schmidberg', ' Pablo Esteban\nPérez', ' Luciano Alejo']",7 / 32
2021,Segundo Cuat.,93.02 - Matemática II,K,"Lunes 09:00 - 11:00 Aula externa: Virtual
Martes 11:00 - 13:00 Aula externa: Virtual
Jueves 08:00 - 10:00 Aula externa: Virtual","['Schmidberg', ' Pablo Esteban\nFernández Sau', ' Mercedes']",21 / 32
2021,Segundo Cuat.,93.03 - Matemática III,A,"Miércoles 13:00 - 17:00 Aula externa: Virtual
Viernes 09:00 - 11:00 Aula externa: Virtual","['Schmidberg', ' Pablo Esteban\nMuñoz', ' Andrés Leandro\nBenítez', ' Oscar Matías']",32 / 32
2021,Segundo Cuat.,93.03 - Matemática III,B,"Miércoles 08:00 - 10:00 Aula externa: Virtual
Viernes 08:00 - 12:00 Aula externa: Virtual","['Bonucci', ' Pablo Leandro\nGuaraglia', ' Santiago\nBenítez', ' Oscar Matías']",33 / 33
2021,Segundo Cuat.,93.03 - Matemática III,BIO,"Lunes 13:00 - 17:00 Aula externa: Virtual
Jueves 14:00 - 16:00 Aula externa: Virtual","['Schmidberg', ' Pablo Esteban\nBenítez', ' Oscar Matías\nBucello', ' Pablo Augusto']",29 / 32
2021,Segundo Cuat.,93.03 - Matemática III,C,"Miércoles 10:00 - 14:00 Aula externa: Virtual
Jueves 14:00 - 16:00 Aula externa: Virtual","['Gaviola', ' Pedro Augusto\nGuaraglia', ' Santiago\nBenítez', ' Oscar Matías']",9 / 32
2021,Segundo Cuat.,93.03 - Matemática III,D,"Miércoles 10:00 - 12:00 Aula externa: Virtual
Viernes 12:00 - 16:00 Aula externa: Virtual","['Muñoz', ' Andrés Leandro\nBonucci', ' Pablo Leandro\nBenítez', ' Oscar Matías']",30 / 32
2021,Segundo Cuat.,93.03 - Matemática III,MNPE,"Martes 13:00 - 17:00 Aula externa: Virtual
Miércoles 12:00 - 14:00 Aula externa: Virtual","['Schmidberg', ' Pablo Esteban\nBenítez', ' Oscar Matías\nBucello', ' Pablo Augusto']",5 / 32
2021,Segundo Cuat.,93.03 - Matemática III,Q,"Lunes 12:00 - 14:00 Aula externa: Virtual
Martes 10:00 - 12:00 Aula externa: Virtual
Jueves 12:00 - 14:00 Aula externa: Virtual","['Guaraglia', ' Santiago\nBenítez', ' Oscar Matías\nFlorit', ' Patricia Teresa']",21 / 32
2021,Segundo Cuat.,93.65 - Matemática IV,A,"Martes 11:00 - 13:00 Aula externa: Virtual
Jueves 11:00 - 15:00 Aula externa: Virtual","['Rojas Ruiz', ' José Esteban\nPeralta', ' Nora Beatriz\nDevoto', ' Jorge Andres']",27 / 40
2021,Segundo Cuat.,93.65 - Matemática IV,B,"Lunes 14:00 - 16:00 Aula externa: Virtual
Martes 12:00 - 14:00 Aula externa: Virtual
Miércoles 12:00 - 14:00 Aula externa: Virtual","['Orecchia', ' Monica Ines\nFlorit', ' Patricia Teresa']",40 / 40
2021,Segundo Cuat.,93.65 - Matemática IV,C,"Martes 08:00 - 10:00 Aula externa: Virtual
Jueves 10:00 - 12:00 Aula externa: Virtual
Viernes 14:00 - 16:00 Aula externa: Virtual","['Peralta', ' Nora Beatriz\nFlorit', ' Patricia Teresa\nDevoto', ' Jorge Andres']",23 / 40
2021,Segundo Cuat.,93.65 - Matemática IV,D,"Martes 11:00 - 13:00 Aula externa: Virtual
Miércoles 10:00 - 12:00 Aula externa: Virtual
Jueves 10:00 - 12:00 Aula externa: Virtual","['Rojas Ruiz', ' José Esteban\nSirczuk', ' Diana Graciela']",28 / 40
2021,Segundo Cuat.,93.65 - Matemática IV,MNPBIO,"Miércoles 14:00 - 16:00 Aula externa: Virtual
Jueves 08:00 - 10:00 Aula externa: Virtual
Viernes 10:00 - 12:00 Aula externa: Virtual","['Sirczuk', ' Diana Graciela\nBenítez', ' Oscar Matías']",39 / 40
2021,Segundo Cuat.,93.65 - Matemática IV,Q,"Martes 13:00 - 17:00 Aula externa: Virtual
Miércoles 14:00 - 16:00 Aula externa: Virtual","['Kasman', ' Uriel Enrique\nPeralta', ' Nora Beatriz\nDevoto', ' Jorge Andres']",42 / 42
2021,Segundo Cuat.,93.38 - Matemática V,M,Miércoles 15:00 - 18:00 Aula ITBA: 601F #----> Sede Distrito Financiero Aula externa: Horario Real 15 hs a 18 hs,"['Di Lorenzo', ' Francisco Javier\nDelellis', ' Roberto Daniel\nAcosta', ' Oliverio Eduardo Antonio']",16 / Ilimitado
2021,Segundo Cuat.,93.57 - Matemática V,K,"Lunes 15:30 - 18:30 Aula externa: Virtual
Miércoles 15:00 - 18:00 Aula externa: Virtual","['Garcia Galiñanes', ' Rafael Antonio\nPeña', ' Nelly Haydee']",54 / Ilimitado
2021,Segundo Cuat.,12.44 - Materiales Poliméricos,M1,Jueves 10:00 - 12:00 Aula externa: Virtual,"['Otero', ' Sebastian Rodrigo\nRODRIGUEZ', ' ANIBAL ADRIAN\nIbarra', ' María Luján']",24 / 35
2021,Segundo Cuat.,31.30 - Materiales Poliméricos,M,Lunes 08:00 - 11:00 Aula externa: Virtual,"['Botana', ' Adrián Franscisco\nFigueyra', ' Javier Héctor']",27 / 40
2021,Segundo Cuat.,11.16 - Materiales y Procesos,A,"Martes 18:00 - 21:00 Aula externa: Virtual
Jueves 18:00 - 21:00 Aula externa: Virtual","['Echegoyen', ' Raúl Esteban\nChalfoun', ' Dannisa R.\nDe Bernardez', ' Leopoldo\nGUTIÉRREZ', ' JULIETA\nCastañiza', ' Sebastian Miguel\nMujica', ' Marcelo Mariano\nCazado', ' Mauricio Exequiel']",70 / Ilimitado
2021,Segundo Cuat.,31.22 - Mecánica de Fluidos,AP,"Martes 18:00 - 21:00 Aula externa: Virtual
Miércoles 18:00 - 21:00 Aula externa: Virtual","['Martinez', ' Mariano A.\nMantelli', ' Pablo']",31 / 35
2021,Segundo Cuat.,31.22 - Mecánica de Fluidos,B,"Martes 08:00 - 11:00 Aula externa: Virtual
Miércoles 18:00 - 21:00 Aula externa: Virtual","['Martinez', ' Mariano A.\nSívori', ' Francisco Mariano']",39 / 40
2021,Segundo Cuat.,31.22 - Mecánica de Fluidos,C,"Lunes 18:00 - 21:00 Aula externa: Virtual
Miércoles 18:00 - 21:00 Aula externa: Virtual","['Martinez', ' Mariano A.\nCardozo', ' Matías Ernesto Cesar']",17 / 35
2021,Segundo Cuat.,31.26 - Mecánica de Fluidos,M,"Lunes 18:00 - 21:00 Aula externa: Virtual
Martes 18:00 - 21:00 Aula externa: Virtual","['Pedreira', ' Patricio Hernán\nVieytes', ' Roberto Eduardo']",16 / 40
2021,Segundo Cuat.,93.51 - Mecánica General,MNP,"Lunes 11:00 - 13:00 Aula externa: Virtual
Martes 16:00 - 18:00 Aula externa: Virtual
Jueves 14:00 - 16:00 Aula externa: Virtual","['Rinaldi', ' Miguel Angel\nRatto', ' Jorge Oscar']",21 / 35
2021,Segundo Cuat.,93.51 - Mecánica General,Q,"Lunes 11:00 - 13:00 Aula externa: Virtual
Viernes 14:00 - 18:00 Aula externa: Virtual","['Rinaldi', ' Miguel Angel\nRatto', ' Jorge Oscar']",29 / 35
2021,Segundo Cuat.,30.01 - Mecánica y Mecanismos,A,Lunes 15:00 - 18:00 Aula externa: Virtual,"['Falco', ' Jorge Eduardo\nBonadeo', ' Claudio\nVazquez', ' Gustavo Alejandro\nCopola', ' Javier']",27 / 35
2021,Segundo Cuat.,30.01 - Mecánica y Mecanismos,B,Miércoles 18:00 - 21:00 Aula externa: Virtual,"['Falco', ' Jorge Eduardo\nBonadeo', ' Claudio\nVazquez', ' Gustavo Alejandro\nCopola', ' Javier']",28 / 35
2021,Segundo Cuat.,30.01 - Mecánica y Mecanismos,C,Martes 15:00 - 18:00 Aula externa: Virtual,"['Falco', ' Jorge Eduardo\nBonadeo', ' Claudio\nVazquez', ' Gustavo Alejandro\nCopola', ' Javier']",26 / 35
2021,Segundo Cuat.,31.33 - Mecanismos,M,Viernes 15:00 - 18:00 Aula externa: Virtual,"['Leslabay', ' Pablo Enrique\nPolano', ' Francisco José']",36 / 50
2021,Segundo Cuat.,31.99 - Mecatrónica Aplicada,K,Miércoles 13:00 - 16:00 Aula externa: Virtual,"['Basualdo', ' Hernán Federico\nPerfumo', ' Lucas Alberto']",9 / 20
2021,Segundo Cuat.,41.33 - Metalurgia Física I,P,Miércoles 10:00 - 13:00 Aula externa: Virtual,"['Lorenzo', ' María Cecilia\nAbalos', ' Roxana\nCaligari', ' Ruben Oscar']",14 / Ilimitado
2021,Segundo Cuat.,11.91 - Metodología de la Investigación,A,Martes 14:00 - 16:00 Aula externa: Virtual,"['Rancan', ' Claudio\nBellido Arias', ' Andrés Ignacio']",21 / 30
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,A,Lunes 08:00 - 11:00 Aula externa: Virtual,"['Álvarez', ' Paola Marta\nToranzo Calderón', ' Joaquín Santiago\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",25 / 40
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,B,Miércoles 11:00 - 14:00 Aula externa: Virtual,"['Buzzi', ' Paula Veronica\nÁlvarez', ' Paola Marta\nCalero', ' José Joaquín\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",45 / 51
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,C,Miércoles 14:00 - 17:00 Aula externa: Virtual,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",20 / 40
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,DF,Miércoles 08:00 - 11:00 Aula externa: Virtual,"['Álvarez', ' Paola Marta\nToranzo Calderón', ' Joaquín Santiago\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",31 / 40
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,E,Lunes 11:00 - 14:00 Aula externa: Virtual,"['Álvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",46 / 50
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,K,Viernes 08:00 - 11:00 Aula externa: Virtual,"['Buzzi', ' Paula Veronica\nÁlvarez', ' Paola Marta\nToranzo Calderón', ' Joaquín Santiago\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",6 / 40
2021,Segundo Cuat.,94.24 - Metodología del Aprendizaje,S,Lunes 14:00 - 17:00 Aula externa: Virtual,"['Buzzi', ' Paula Veronica\nÁlvarez', ' Paola Marta\nManterola', ' Sergio Daniel\nGayoso', ' Maria Celia']",50 / 50
2021,Segundo Cuat.,93.07 - Métodos Numéricos,A,Viernes 09:00 - 12:00 Aula externa: Virtual,"['Devoto', ' Jorge Andres\nVillaverde', ' Francisco Fernando']",52 / 55
2021,Segundo Cuat.,93.07 - Métodos Numéricos,B,Lunes 08:00 - 11:00 Aula externa: Virtual,"['Villaverde', ' Francisco Fernando\nWilk', ' Bernardo Matías']",43 / 55
2021,Segundo Cuat.,93.07 - Métodos Numéricos,QSP,Lunes 14:00 - 17:00 Aula externa: Virtual,"['Oviedo', ' Martina Guadalupe\nVillaverde', ' Francisco Fernando']",30 / 55
2021,Segundo Cuat.,93.54 - Métodos Numéricos,K,Viernes 13:00 - 16:00 Aula ITBA: 203F #----> Sede Distrito Financiero,"['Grisales Campeón', ' Juan Pablo\nFierens', ' Pablo Ignacio']",32 / Ilimitado
2021,Segundo Cuat.,93.75 - Métodos Numéricos Avanzados,S,"Jueves 16:00 - 19:00 Aula externa: Virtual
Viernes 13:00 - 16:00 Aula externa: Virtual","['Benítez', ' Oscar Matías\nVieytes', ' Roberto Eduardo']",78 / Ilimitado
2021,Segundo Cuat.,61.81 - Microeconomía,A,Lunes 11:00 - 14:00 Aula externa: Virtual,"['Coccolo', ' Pablo Bartolome']",44 / 45
2021,Segundo Cuat.,61.81 - Microeconomía,B,Martes 08:00 - 11:00 Aula ITBA: 404F #----> Sede Distrito Financiero Aula externa: Horario Real 09 hs a 11 hs,"['Coccolo', ' Pablo Bartolome']",7 / 35
2021,Segundo Cuat.,72.89 - Moneda Digital Descentralizada,S,Martes 18:00 - 21:00 Aula externa: Virtual,"['Jardi Bello', ' Yemel Angel\nSoracco', ' Tomás\nCortesi', ' Mariano Agustin']",45 / Ilimitado
2021,Segundo Cuat.,30.06 - Motores de Combustión Interna,M,Miércoles 11:00 - 14:00 Aula externa: Virtual,"['Martins', ' Claudio Pedro\nZubiri', ' Juan Ignacio']",25 / 40
2021,Segundo Cuat.,30.09 - Motores de Combustión Interna,M1,"Martes 09:00 - 13:00 Aula externa: Virtual
Miércoles 11:00 - 14:00 Aula externa: Virtual","['Zubiri', ' Juan Ignacio\nMartins', ' Claudio Pedro']",9 / Ilimitado
2021,Segundo Cuat.,30.09 - Motores de Combustión Interna,M2,"Miércoles 11:00 - 14:00 Aula externa: Virtual
Viernes 09:00 - 13:00 Aula externa: Virtual","['Zubiri', ' Juan Ignacio\nMartins', ' Claudio Pedro']",4 / Ilimitado
2021,Segundo Cuat.,81.53 - Negocios en Internet,A,Lunes 18:00 - 21:00 Aula ITBA: 901F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs,"['Marino', ' Gustavo Adrian\nCasanova', ' Pablo']",33 / 32
2021,Segundo Cuat.,81.53 - Negocios en Internet,B,Miércoles 18:00 - 21:00 Aula ITBA: 702F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs,"['Marino', ' Gustavo Adrian\nCasanova', ' Pablo']",11 / 32
2021,Segundo Cuat.,16.07 - Neurobiología de la toma de decisiones (Seminario - 15/09/2021 - 06/10/2021),A,Miércoles 15:00 - 18:00 Aula externa: Virtual,"['Ramirez Butavand', ' Daniela\nBallarini', ' Fabricio']",29 / Ilimitado
2021,Segundo Cuat.,16.26 - Neurociencias,BIO,Viernes 12:00 - 15:00 Aula ITBA: 504F #----> Sede Distrito Financiero Aula externa: Horario Real 12 hs a 15 hs,"['Moncada', ' Diego\nPiriz', ' Joaquín']",1 / 20
2021,Segundo Cuat.,16.04 - Neurociencias y Desarrollo Productivo,A,Jueves 15:00 - 18:00 Aula externa: Virtual,"['Moyano', ' Malen Daiana\nUrreta Benitez', ' Facundo\nRamirez Butavand', ' Daniela\nForcato', ' Cecilia']",47 / 50
2021,Segundo Cuat.,12.11 - Operaciones Unitarias I,Q,"Martes 18:00 - 21:00 Aula externa: Virtual
Miércoles 19:00 - 22:00 Aula externa: Virtual","['Maffi', ' Juan Martín\ndi Giovanni', ' Nicolás Daniel\nArufe', ' Gonzalo Lorenzo\nDwek', ' Martina']",13 / 35
2021,Segundo Cuat.,12.12 - Operaciones Unitarias II,Q,"Lunes 19:00 - 22:00 Aula externa: Virtual
Jueves 19:00 - 22:00 Aula externa: Virtual","['Montes', ' Juan Manuel\nPetracci Zappala', ' Federico Martín\nAusejo', ' Matías Daniel']",13 / 35
2021,Segundo Cuat.,12.13 - Operaciones Unitarias III,Q,"Jueves 14:00 - 17:00 Aula externa: Virtual
Jueves 18:00 - 21:00 Aula externa: Virtual","['Elizondo', ' Tomás Manuel Joaquín\nAcosta García', ' Diego\nArufe', ' Gonzalo Lorenzo\nAude Luppi', ' Vergenie Edith']",4 / 35
2021,Segundo Cuat.,11.10 - Organización de la Producción I,A,"Lunes 14:30 - 17:30 Aula externa: Virtual
Jueves 19:00 - 22:00 Aula externa: Virtual","['Panichelli', ' María Florencia\nLastra Ortelli', ' Gregorio Juan Valentin\nLucioli', ' Mónica Susana']",31 / 31
2021,Segundo Cuat.,11.10 - Organización de la Producción I,B,"Miércoles 09:00 - 12:00 Aula ITBA: 801F #----> Sede Distrito Financiero Aula externa: Horario Real 09 hs a 12 hs
Jueves 19:00 - 22:00 Aula externa: Virtual","['Soto', ' Marcela Fabiana\nOrdoñez Ramirez', ' Marco\nLiziaga', ' Mauro Damián']",25 / 30
2021,Segundo Cuat.,11.10 - Organización de la Producción I,C,"Martes 16:00 - 19:00 Aula ITBA: 702F #----> Sede Distrito Financiero Aula externa: Horario Real 16 hs a 19 hs
Jueves 19:00 - 22:00 Aula externa: Virtual","['Tempone', ' Magdalena\nChiavarini', ' Guido Alfonso\nCarola', ' Luis Federico']",12 / 30
2021,Segundo Cuat.,11.02 - Organización de la Producción II,A,"Jueves 17:00 - 20:00 Aula externa: Virtual
Viernes 15:00 - 18:00 Aula externa: Virtual","['Ciapanna', ' Pablo Oscar Octavio\nCarola', ' Luis Federico\nLucioli', ' Mónica Susana\nBonomi', ' Francisco Andrés\nSánchez', ' Marcelo Fabián\nRodriguez', ' Gustavo Eduardo\nLöwi', ' Debora\nMENDOZA', ' MARTÍN MARÍA']",70 / Ilimitado
2021,Segundo Cuat.,11.15 - Organización Industrial,B,Jueves 12:00 - 15:00 Aula externa: Virtual,"['LLapur', ' Ignacio\nLöwi', ' Debora\nEsteves', ' Jorge\nTerrana', ' Mariano\nChediac Rached', ' Victoria Yazmín\nGarcía', ' Oscar Agustín']",26 / 35
2021,Segundo Cuat.,11.15 - Organización Industrial,KMPQ,Jueves 16:00 - 19:00 Aula externa: Virtual,"['LLapur', ' Ignacio\nLöwi', ' Debora\nEsteves', ' Jorge\nTerrana', ' Mariano\nChediac Rached', ' Victoria Yazmín\nGarcía', ' Oscar Agustín']",28 / 35
2021,Segundo Cuat.,16.23 - Órganos Artificiales,BIO,"Lunes 19:00 - 22:00 Aula externa: Virtual
Miércoles 19:00 - 22:00 Aula externa: Virtual","['Bonini', ' María Ursula\nCorti', ' Gastón Oscar\nAhumada', ' Carolina']",5 / 30
2021,Segundo Cuat.,94.60 - Panorama Histórico Global,L1,Lunes 11:00 - 14:00 Aula externa: Virtual,"['Giuliano', ' Héctor Gustavo\nHerrera', ' María Eugenia']",35 / 37
2021,Segundo Cuat.,41.03 - Perforación Petrolera I,P,Lunes 18:00 - 21:00 Aula ITBA: 403F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs,"['Diaz', ' Oscar Andres\nBugari', ' Alvaro']",10 / Ilimitado
2021,Segundo Cuat.,41.08 - Petrofísica y Fluidos de Reservorios,P,"Jueves 18:00 - 21:00 Aula ITBA: 402F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs
Viernes 15:00 - 18:00 Aula ITBA: 402F #----> Sede Distrito Financiero Aula externa: Horario Real 15 hs a 18 hs
Viernes 18:00 - 21:00 Aula ITBA: 402F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs","['Astesiano', ' Daniel Osvaldo\nLeiva', ' Marisol Emilce\nFondevila Sancet', ' Gastón\nEckerdt', ' Agustín Nicolás\nCaliz Viñas', ' Emil Alejandro']",11 / Ilimitado
2021,Segundo Cuat.,11.46 - Planeamiento Estratégico,A,Miércoles 19:00 - 21:00 Aula ITBA: 701F #----> Sede Distrito Financiero,"['Alvarez', ' Juan Ignacio\nSimcic', ' Maximiliano Norberto\nBoullon', ' Fernando']",44 / Ilimitado
2021,Segundo Cuat.,11.46 - Planeamiento Estratégico,C,Lunes 16:00 - 18:00 Aula externa: Virtual,"['Alvarez', ' Juan Ignacio\nSimcic', ' Maximiliano Norberto\nBoullon', ' Fernando']",24 / 24
2021,Segundo Cuat.,10.04 - Plantas Industriales,A,Miércoles 18:30 - 21:30 Aula externa: Virtual,"['Andereggen', ' Alejandro\nMARTÍNEZ GRIGERA', ' AGUSTÍN\nGONZÁLEZ RODRÍGUEZ', ' RUBÉN DARÍO\nDe Bernardez', ' Leopoldo\nLONARDI', ' FRANCISCO']",72 / Ilimitado
2021,Segundo Cuat.,82.06 - Plataformas de Computación Cognitiva,A,Martes 18:30 - 21:30 Aula externa: Virtual,"['Gotusso', ' Claudio\nCardarelli', ' Santiago']",7 / 35
2021,Segundo Cuat.,94.64 - Prácticas Expositivas,A,Jueves 18:00 - 21:00 Aula externa: Virtual,"['DIAZ LEIMBACHER', ' ENRIQUE DANIEL\nAlemán', ' María Araceli\nVerdenelli', ' Juliana']",34 / 35
2021,Segundo Cuat.,94.64 - Prácticas Expositivas,B,Miércoles 11:00 - 14:00 Aula externa: Virtual,"['DIAZ LEIMBACHER', ' ENRIQUE DANIEL\nAlemán', ' María Araceli\nVerdenelli', ' Juliana']",36 / 36
2021,Segundo Cuat.,94.64 - Prácticas Expositivas,C,Martes 11:00 - 14:00 Aula externa: Virtual,"['DIAZ LEIMBACHER', ' ENRIQUE DANIEL\nAlemán', ' María Araceli\nVerdenelli', ' Juliana']",31 / 35
2021,Segundo Cuat.,94.64 - Prácticas Expositivas,ESP,Viernes 15:00 - 18:00 Aula externa: VIRTUAL,[''],27 / Ilimitado
2021,Segundo Cuat.,61.20 - Presupuesto y Control,A,Martes 19:00 - 22:00 Aula ITBA: 401F #----> Sede Distrito Financiero Aula externa: Horario Real 19:00 hs a 21 hs,"['Coccolo', ' Pablo Bartolome\nLaterrade', ' Mariana\nPose', ' Eduardo Francisco\nDe Miguel', ' Benito Jose\nCaramutti Godoy', ' Mathias Rubén\nLópez Sáez', ' José Ignacio\nPiantanida', ' Horacio']",40 / 40
2021,Segundo Cuat.,61.20 - Presupuesto y Control,B,Martes 19:00 - 22:00 Aula externa: Virtual,"['Coccolo', ' Pablo Bartolome\nLaterrade', ' Mariana\nPose', ' Eduardo Francisco\nDe Miguel', ' Benito Jose\nCaramutti Godoy', ' Mathias Rubén\nLópez Sáez', ' José Ignacio\nPiantanida', ' Horacio']",29 / 35
2021,Segundo Cuat.,93.36 - Probabilidad,A,Viernes 14:00 - 17:00 Aula externa: Virtual,"['Galibert', ' Maria Silvia\nAlvarez Ponte', ' Lucia Ines\nCastro Kuriss', ' Claudia Adriana']",42 / 50
2021,Segundo Cuat.,93.36 - Probabilidad,B,Jueves 14:00 - 17:00 Aula externa: Virtual,"['Galibert', ' Maria Silvia\nAlvarez Ponte', ' Lucia Ines\nCastro Kuriss', ' Claudia Adriana']",28 / 50
2021,Segundo Cuat.,93.22 - Probabilidad y Estadística,MP,"Martes 10:00 - 13:00 Aula externa: Virtual
Jueves 10:00 - 13:00 Aula externa: Virtual","['Castro Kuriss', ' Claudia Adriana\nBuongiorno de Barugel', ' Claudia María Haydeé']",5 / 30
2021,Segundo Cuat.,93.22 - Probabilidad y Estadística,Q,"Lunes 10:00 - 13:00 Aula externa: Virtual
Viernes 11:00 - 14:00 Aula externa: Virtual","['Castro Kuriss', ' Claudia Adriana\nBuongiorno de Barugel', ' Claudia María Haydeé']",21 / 30
2021,Segundo Cuat.,93.24 - Probabilidad y Estadística,KSE,"Lunes 11:00 - 13:00 Aula externa: Virtual
Martes 11:00 - 13:00 Aula externa: Virtual
Jueves 11:00 - 13:00 Aula externa: Virtual","['Pantazis', ' Lucio José\nVillaverde', ' Francisco Fernando']",48 / 50
2021,Segundo Cuat.,93.24 - Probabilidad y Estadística,KSE1,"Lunes 11:00 - 13:00 Aula externa: Virtual
Martes 11:00 - 13:00 Aula externa: Virtual
Jueves 11:00 - 13:00 Aula externa: Virtual","['Pantazis', ' Lucio José\nVillaverde', ' Francisco Fernando\nCosatto Ammann', ' Pedro Camilo']",33 / 50
2021,Segundo Cuat.,22.46 - Procesamiento Adaptativo de Señales,K,"Lunes 10:00 - 13:00 Aula externa: Virtual
Jueves 12:00 - 15:00 Aula externa: Virtual","['Ressl', ' Marc S.']",18 / Ilimitado
2021,Segundo Cuat.,22.48 - Procesamiento de Imágenes,K,Miércoles 13:00 - 16:00 Aula externa: Virtual,"['Jacoby', ' Daniel Andres']",11 / Ilimitado
2021,Segundo Cuat.,16.16 - Procesamiento de Imágenes Biomédicas,BIO,"Martes 19:00 - 22:00 Aula externa: Virtual
Viernes 11:00 - 14:00 Aula externa: Virtual","['Griffa', ' Guillermina\nTomás', ' Roberto Sebastián']",27 / 30
2021,Segundo Cuat.,16.15 - Procesamiento de Señales Biomédicas,BIO,"Lunes 18:00 - 21:00 Aula externa: Virtual
Miércoles 16:00 - 19:00 Aula externa: Virtual","['Bonomini', ' María Paula\nVAZQUEZ CHENLO', ' AYLIN AGATHA\nTomás', ' Roberto Sebastián']",30 / 30
2021,Segundo Cuat.,31.65 - Procesos de Manufactura II,MIQ,Jueves 16:00 - 19:00 Aula externa: Virtual,"['RODRIGUEZ', ' ANIBAL ADRIAN\nBarrera', ' José Sebastián']",7 / 20
2021,Segundo Cuat.,41.27 - Producción de Petróleo,P,"Martes 18:00 - 21:00 Aula ITBA: 802F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs
Jueves 18:00 - 21:00 Aula ITBA: 602F #----> Sede Distrito Financiero Aula externa: Horario Real 18 hs a 21 hs","['Gonzalez', ' Dario Javier\nTirella', ' Miguel Angel']",16 / Ilimitado
2021,Segundo Cuat.,71.56 - Programación Básica,B,Lunes 11:00 - 14:00 Aula externa: Virtual,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",12 / Ilimitado
2021,Segundo Cuat.,71.56 - Programación Básica,D,Viernes 12:00 - 15:00 Aula externa: Virtual,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",7 / Ilimitado
2021,Segundo Cuat.,71.56 - Programación Básica,F,Lunes 08:00 - 11:00 Aula externa: Virtual,"['Fernandez', ' Diana Beatriz\nOlcese', ' Alfredo Alberto']",19 / Ilimitado
2021,Segundo Cuat.,71.56 - Programación Básica,G,Lunes 15:00 - 18:00 Aula externa: Virtual,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",18 / Ilimitado
2021,Segundo Cuat.,71.56 - Programación Básica,H,Viernes 15:00 - 18:00 Aula externa: Virtual,"['Diaz', ' Laura Ines\nFernandez', ' Diana Beatriz']",2 / Ilimitado
2021,Segundo Cuat.,72.42 - Programación de Objetos Distribuidos,S,Miércoles 18:00 - 21:00 Aula externa: Virtual,"['Turrin', ' Marcelo Emiliano\nMeola', ' Franco Román']",65 / Ilimitado
2021,Segundo Cuat.,72.60 - Programación Funcional,S,Lunes 15:30 - 18:30 Aula ITBA: 802F #----> Sede Distrito Financiero,"['Martinez Lopez', ' Pablo Ernesto\nDepascuali', ' Francisco']",6 / 20
2021,Segundo Cuat.,22.07 - Programación I,K,"Lunes 11:00 - 13:00 Aula externa: Virtual
Miércoles 09:00 - 13:00 Aula externa: Virtual","['Jacoby', ' Daniel Andres\nVacatello', ' Pablo Daniel\nMagliola', ' Nicolas']",18 / Ilimitado
